energy_w2,eq_w2,adjoint_loss,_step,_runtime,adjoint_buffer_size,dist_w2,_timestamp
,,27.005516052246094,85,222.441920607,10000,,1788769496.1779828
,,26.673845291137695,86,224.04632296,10000,,1788769497.7659383
,,26.492477416992188,87,225.644343474,10000,,1788769499.370334
,,26.71599578857422,88,227.378558148,10000,,1788769500.9683628
,,26.6372127532959,89,228.970635294,10000,,1788769502.7026112
,,26.850481033325195,90,230.550842707,10000,,1788769504.2945986
,,26.03589630126953,91,232.139868583,10000,,1788769505.8748944
,,26.693679809570312,92,233.723936525,10000,,1788769507.4639013
,,26.444002151489258,93,235.31647885,10000,,1788769509.0479228
,,26.207483291625977,94,236.886008911,10000,,1788769510.6405075
,,26.14667320251465,95,238.482156003,10000,,1788769512.209816
,,26.276731491088867,96,240.067769843,10000,,1788769513.8061502
,,26.67800521850586,97,241.660693445,10000,,1788769515.3918066
,,25.943849563598633,98,243.248136738,10000,,1788769516.9847577
,,26.41400146484375,99,245.034653047,10000,,1788769518.5721915
3.7903060399225557,1.3306602239608765,26.18795394897461,100,326.837829025,10000,0.4226880143758223,1788769600.5183737
,,26.473691940307617,101,328.427092966,10000,,1788769602.1618016
,,26.144325256347656,102,330.024090871,10000,,1788769603.7511017
,,25.58603286743164,103,331.622834893,10000,,1788769605.34805
,,25.130590438842773,104,333.341875447,10000,,1788769606.9467978
,,25.58029556274414,105,334.920568615,10000,,1788769608.6657858
,,25.334095001220703,106,336.492748506,10000,,1788769610.244578
,,25.800451278686523,107,338.085515966,10000,,1788769611.8167663
,,25.64020538330078,108,339.664756474,10000,,1788769613.4094934
,,25.424121856689453,109,341.250767923,10000,,1788769614.9887545
,,25.331954956054688,110,342.825517478,10000,,1788769616.5747995
,,25.460983276367188,111,344.396044636,10000,,1788769618.1495295
,,25.43946075439453,112,345.978621539,10000,,1788769619.7200537
,,25.355520248413086,113,347.554748044,10000,,1788769621.3026614
,,25.094152450561523,114,349.151111934,10000,,1788769622.8786693
,,24.388586044311523,115,350.870200436,10000,,1788769624.475136
,,24.435800552368164,116,352.450588333,10000,,1788769626.1942303
,,24.903175354003906,117,354.038553375,10000,,1788769627.7746067
,,24.038171768188477,118,355.627877842,10000,,1788769629.3625627
,,23.950119018554688,119,357.221261939,10000,,1788769630.9519207
,,23.97353744506836,120,358.924364716,10000,,1788769632.5452924
,,24.29570770263672,121,360.513981683,10000,,1788769634.2484102
,,24.560714721679688,122,362.099303852,10000,,1788769635.8380857
,,24.836095809936523,123,363.687740137,10000,,1788769637.4233446
,,25.413766860961914,124,365.285580277,10000,,1788769639.0117764
,,25.041643142700195,125,366.871356096,10000,,1788769640.6096044
,,24.765239715576172,126,368.452345491,10000,,1788769642.1953216
,,25.050275802612305,127,370.025326623,10000,,1788769643.77639
,,25.046470642089844,128,371.615869614,10000,,1788769645.3493671
,,25.584796905517578,129,373.196958038,10000,,1788769646.9398978
,,25.28203582763672,130,374.784951854,10000,,1788769648.5209951
,,25.383275985717773,131,376.490839486,10000,,1788769650.1089926
,,25.208593368530273,132,378.053065685,10000,,1788769651.814895
,,25.1229305267334,133,379.637852144,10000,,1788769653.3770719
,,25.09128189086914,134,381.225187348,10000,,1788769654.961885
,,25.80728530883789,135,382.808561078,10000,,1788769656.5492325
,,25.775026321411133,136,384.383251194,10000,,1788769658.1326094
,,25.448755264282227,137,386.122689326,10000,,1788769659.7072742
,,25.84148406982422,138,387.703060562,10000,,1788769661.446666
,,26.155990600585938,139,389.300619901,10000,,1788769663.0270922
,,26.360149383544922,140,390.89297082,10000,,1788769664.6246557
,,26.377450942993164,141,392.487103358,10000,,1788769666.2170134
,,26.131635665893555,142,394.05630061,10000,,1788769667.8110383
,,26.028287887573242,143,395.638546406,10000,,1788769669.3803296
,,26.227807998657227,144,397.230313859,10000,,1788769670.9625688
,,26.429838180541992,145,398.839414412,10000,,1788769672.554282
,,26.504209518432617,146,400.428231704,10000,,1788769674.1633992
,,26.604509353637695,147,402.135179849,10000,,1788769675.7522314
,,26.38211441040039,148,403.719987616,10000,,1788769677.459173
,,26.245710372924805,149,405.311896536,10000,,1788769679.0440087
,,27.00279998779297,150,406.895074639,10000,,1788769680.6358392
,,27.024829864501953,151,408.485080158,10000,,1788769682.219116
,,27.415170669555664,152,410.067154352,10000,,1788769683.8091075
,,27.13817596435547,153,411.780491887,10000,,1788769685.3911018
,,27.452856063842773,154,413.361881341,10000,,1788769687.1044917
,,27.457521438598633,155,414.94438194,10000,,1788769688.68594
,,27.5295467376709,156,416.537112203,10000,,1788769690.2684038
,,26.9621639251709,157,418.111330219,10000,,1788769691.8611748
,,27.234058380126953,158,419.694604478,10000,,1788769693.435348
,,27.219154357910156,159,421.266466713,10000,,1788769695.0186417
,,27.309555053710938,160,422.846812448,10000,,1788769696.5904777
,,27.02368927001953,161,424.428697209,10000,,1788769698.1708703
,,27.27355194091797,162,426.018819541,10000,,1788769699.7527235
,,27.1979923248291,163,427.598500985,10000,,1788769701.3428411
,,27.13846206665039,164,429.305286158,10000,,1788769702.9225502
,,26.752212524414062,165,430.891264809,10000,,1788769704.629309
,,27.042312622070312,166,432.465989972,10000,,1788769706.215285
,,27.231149673461914,167,434.056297503,10000,,1788769707.7900188
,,27.027345657348633,168,435.643682276,10000,,1788769709.3803427
,,26.369428634643555,169,437.34955576,10000,,1788769710.9677615
,,26.117555618286133,170,438.939880148,10000,,1788769712.6735003
,,26.659645080566406,171,440.529237853,10000,,1788769714.2638974
,,26.822607040405273,172,442.117984974,10000,,1788769715.8532765
,,27.03506851196289,173,443.686046708,10000,,1788769717.4420068
,,26.566490173339844,174,445.276111061,10000,,1788769719.010087
,,26.647111892700195,175,446.869792208,10000,,1788769720.6000469
,,26.965002059936523,176,448.462574881,10000,,1788769722.1938426
,,26.79674530029297,177,450.046906122,10000,,1788769723.7866247
,,26.6146183013916,178,451.63737727,10000,,1788769725.3709562
,,26.382492065429688,179,453.229329058,10000,,1788769726.961433
,,26.802387237548828,180,454.96394928,10000,,1788769728.553264
,,26.85472869873047,181,456.561087018,10000,,1788769730.2879272
,,26.450803756713867,182,458.158822668,10000,,1788769731.8850942
,,26.349281311035156,183,459.756376104,10000,,1788769733.4828143
,,26.60573959350586,184,461.353759993,10000,,1788769735.0803626
,,26.043787002563477,185,462.950051087,10000,,1788769736.6777701
,,25.985177993774414,186,464.658833971,10000,,1788769738.2740588
,,26.014820098876953,187,466.248077392,10000,,1788769739.9828608
,,26.258056640625,188,467.831291185,10000,,1788769741.5720694
,,26.685392379760742,189,469.425574757,10000,,1788769743.1553192
,,26.315279006958008,190,471.028893696,10000,,1788769744.7495785
,,26.187204360961914,191,472.617582797,10000,,1788769746.352915
,,26.474943161010742,192,474.213922245,10000,,1788769747.941621
,,26.071632385253906,193,475.795101988,10000,,1788769749.5379424
,,26.226499557495117,194,477.369998533,10000,,1788769751.1191258
,,25.71173095703125,195,478.952533877,10000,,1788769752.6939924
,,25.892419815063477,196,480.713248653,10000,,1788769754.2765791
,,26.374858856201172,197,482.306697544,10000,,1788769756.037274
,,26.531301498413086,198,483.893272816,10000,,1788769757.6307008
,,26.22612953186035,199,485.475413884,10000,,1788769759.2173057
4.655071014218663,1.2735137939453125,25.866941452026367,200,567.040737199,10000,0.3413159996930493,1788769840.6963792
,,26.074068069458008,201,568.783829354,10000,,1788769842.3646538
,,26.179824829101562,202,570.375935012,10000,,1788769844.1078186
,,25.702714920043945,203,571.950553178,10000,,1788769845.6998665
,,25.75829315185547,204,573.521966105,10000,,1788769847.2745187
,,26.089988708496094,205,575.098501164,10000,,1788769848.8458703
,,26.636301040649414,206,576.678322187,10000,,1788769850.422435
,,26.505693435668945,207,578.271370123,10000,,1788769852.0022495
,,25.994617462158203,208,579.852498301,10000,,1788769853.595221
,,25.969318389892578,209,581.445629254,10000,,1788769855.176458
,,25.999473571777344,210,583.041640923,10000,,1788769856.7696114
,,25.913528442382812,211,584.625635201,10000,,1788769858.3656018
,,25.877708435058594,212,586.376678939,10000,,1788769859.949556
,,26.349811553955078,213,587.985501432,10000,,1788769861.7007039
,,26.160078048706055,214,589.579356048,10000,,1788769863.3095357
,,26.602428436279297,215,591.151919558,10000,,1788769864.9033763
,,27.165342330932617,216,592.732166231,10000,,1788769866.4759247
,,26.810148239135742,217,594.321109362,10000,,1788769868.0561771
,,26.54092025756836,218,596.024622454,10000,,1788769869.6451252
,,26.58877944946289,219,597.615835469,10000,,1788769871.3486712
,,26.822351455688477,220,599.192481947,10000,,1788769872.9398975
,,26.530672073364258,221,600.77583275,10000,,1788769874.516512
,,26.446794509887695,222,602.342134981,10000,,1788769876.0998871
,,26.754531860351562,223,603.934021772,10000,,1788769877.6661742
,,27.05569076538086,224,605.512555576,10000,,1788769879.257916
,,27.22551918029785,225,607.108145809,10000,,1788769880.836526
,,27.123823165893555,226,608.711304205,10000,,1788769882.4321735
,,27.216062545776367,227,610.319864734,10000,,1788769884.035289
,,27.764196395874023,228,612.076000499,10000,,1788769885.6439097
,,27.54168701171875,229,613.674596349,10000,,1788769887.4000063
,,27.604890823364258,230,615.264396854,10000,,1788769888.9986343
,,27.240774154663086,231,616.850454435,10000,,1788769890.5884757
,,27.18380355834961,232,618.432658746,10000,,1788769892.1744945
,,27.387910842895508,233,620.003817441,10000,,1788769893.756691
,,27.282289505004883,234,621.715495231,10000,,1788769895.3278513
,,26.690204620361328,235,623.291775166,10000,,1788769897.0395267
,,26.789953231811523,236,624.868289251,10000,,1788769898.6158266
,,26.958024978637695,237,626.437551975,10000,,1788769900.1923394
,,26.631807327270508,238,628.016481853,10000,,1788769901.7616067
,,26.856969833374023,239,629.59523371,10000,,1788769903.340544
,,27.043418884277344,240,631.166329967,10000,,1788769904.919281
,,27.543298721313477,241,632.736957068,10000,,1788769906.490373
,,27.399625778198242,242,634.324425611,10000,,1788769908.0609837
,,27.680213928222656,243,635.91803553,10000,,1788769909.6483705
,,27.41533660888672,244,637.493516851,10000,,1788769911.2420354
,,26.80268096923828,245,639.2407055,10000,,1788769912.8175175
,,26.662551879882812,246,640.860463736,10000,,1788769914.564645
,,26.305564880371094,247,642.457648941,10000,,1788769916.1844537
,,26.715408325195312,248,644.046716626,10000,,1788769917.781666
,,26.871049880981445,249,645.625836075,10000,,1788769919.3707561
,,27.069068908691406,250,647.324853321,10000,,1788769920.94995
,,26.535781860351562,251,648.917773149,10000,,1788769922.648861
,,26.59973907470703,252,650.498037769,10000,,1788769924.2418013
,,27.009992599487305,253,652.082187213,10000,,1788769925.8220487
,,26.61081314086914,254,653.664260717,10000,,1788769927.4061146
,,26.5069522857666,255,655.233766298,10000,,1788769928.9882307
,,26.091773986816406,256,656.801743253,10000,,1788769930.557834
,,26.013294219970703,257,658.369332863,10000,,1788769932.1258163
,,26.081401824951172,258,659.944670607,10000,,1788769933.6933832
,,26.191143035888672,259,661.534831205,10000,,1788769935.2687016
,,25.857973098754883,260,663.124749686,10000,,1788769936.8588517
,,25.445693969726562,261,664.86560228,10000,,1788769938.4487455
,,25.738292694091797,262,666.468803767,10000,,1788769940.1896133
,,26.06851577758789,263,668.057469083,10000,,1788769941.7928078
,,25.976539611816406,264,669.662372721,10000,,1788769943.38149
,,26.244041442871094,265,671.242208772,10000,,1788769944.98642
,,26.49005126953125,266,672.828974372,10000,,1788769946.566251
,,26.52169418334961,267,674.528556588,10000,,1788769948.153003
,,26.445720672607422,268,676.119630633,10000,,1788769949.8526013
,,26.67703628540039,269,677.713675608,10000,,1788769951.4435673
,,26.423818588256836,270,679.298868767,10000,,1788769953.0376675
,,27.000322341918945,271,680.882683189,10000,,1788769954.622832
,,27.286378860473633,272,682.454904628,10000,,1788769956.206729
,,27.033424377441406,273,684.041973832,10000,,1788769957.7789483
,,27.301189422607422,274,685.633644165,10000,,1788769959.365991
,,26.78838539123535,275,687.21584818,10000,,1788769960.9576654
,,26.63748550415039,276,688.808394192,10000,,1788769962.5398893
,,26.576929092407227,277,690.553351087,10000,,1788769964.1323233
,,26.764240264892578,278,692.153420604,10000,,1788769965.877434
,,26.7413272857666,279,693.752540052,10000,,1788769967.4774282
,,26.752851486206055,280,695.325936507,10000,,1788769969.0764475
,,26.91451644897461,281,696.909804775,10000,,1788769970.6499083
,,26.570402145385742,282,698.484009771,10000,,1788769972.233808
,,26.02576446533203,283,700.1935879,10000,,1788769973.8079946
,,26.355318069458008,284,701.759573838,10000,,1788769975.5175705
,,26.832345962524414,285,703.349343027,10000,,1788769977.0835915
,,26.461688995361328,286,704.937465944,10000,,1788769978.6734014
,,26.706998825073242,287,706.506681145,10000,,1788769980.261509
,,26.646133422851562,288,708.074748434,10000,,1788769981.830703
,,26.491893768310547,289,709.645718597,10000,,1788769983.3987765
,,26.9129581451416,290,711.215706779,10000,,1788769984.969784
,,26.462331771850586,291,712.794920288,10000,,1788769986.5397701
,,26.14093017578125,292,714.372722586,10000,,1788769988.118946
,,26.58075523376465,293,715.950291417,10000,,1788769989.6967733
,,26.567415237426758,294,717.660127993,10000,,1788769991.2743495
,,26.504505157470703,295,719.236071638,10000,,1788769992.984142
,,26.494874954223633,296,720.817216862,10000,,1788769994.5601065
,,26.76818084716797,297,722.397876658,10000,,1788769996.1413124
,,27.075366973876953,298,723.98281982,10000,,1788769997.7219148
,,26.819971084594727,299,725.7223253,10000,,1788769999.3067627
4.095468865991998,1.2902671098709106,27.057363510131836,300,806.973803043,10000,0.3413642843599239,1788770080.6618414
,,27.299915313720703,301,808.562183742,10000,,1788770082.2977903
,,27.193361282348633,302,810.137539321,10000,,1788770083.8861437
,,27.641874313354492,303,811.724017357,10000,,1788770085.4615881
,,27.604307174682617,304,813.324568459,10000,,1788770087.0479946
,,27.356229782104492,305,814.919152846,10000,,1788770088.6485739
,,26.803321838378906,306,816.493116637,10000,,1788770090.2431908
,,26.993785858154297,307,818.24127142,10000,,1788770091.8171394
,,27.743528366088867,308,819.835413109,10000,,1788770093.5652409
,,27.04681968688965,309,821.41811957,10000,,1788770095.1594436
,,27.335439682006836,310,823.008496109,10000,,1788770096.7421255
,,27.269723892211914,311,824.595888589,10000,,1788770098.332629
,,27.277515411376953,312,826.306178442,10000,,1788770099.919912
,,27.206689834594727,313,827.904602918,10000,,1788770101.6302068
,,26.970975875854492,314,829.496199822,10000,,1788770103.2285984
,,27.108182907104492,315,831.066628648,10000,,1788770104.8202279
,,27.519329071044922,316,832.650150083,10000,,1788770106.390669
,,27.25226593017578,317,834.230326351,10000,,1788770107.974192
,,27.592653274536133,318,835.81890568,10000,,1788770109.5543518
,,27.37314224243164,319,837.408031557,10000,,1788770111.1429338
,,27.30878448486328,320,838.995761867,10000,,1788770112.7319918
,,26.83099937438965,321,840.589136029,10000,,1788770114.3197942
,,26.246070861816406,322,842.196334542,10000,,1788770115.913116
,,27.218551635742188,323,843.949256409,10000,,1788770117.520349
,,26.98833465576172,324,845.53187733,10000,,1788770119.273277
,,26.883316040039062,325,847.13581569,10000,,1788770120.8558502
,,27.001663208007812,326,848.72354682,10000,,1788770122.4598672
,,26.784502029418945,327,850.312552709,10000,,1788770124.0475712
,,26.841840744018555,328,851.904942859,10000,,1788770125.6365685
,,27.035947799682617,329,853.622630874,10000,,1788770127.2289903
,,26.96468734741211,330,855.22218071,10000,,1788770128.9465961
,,26.749475479125977,331,856.807310366,10000,,1788770130.5462089
,,26.775156021118164,332,858.39303385,10000,,1788770132.1313238
,,27.164588928222656,333,859.981785539,10000,,1788770133.717054
,,26.959779739379883,334,861.578266635,10000,,1788770135.30582
,,26.234525680541992,335,863.17275121,10000,,1788770136.9023218
,,26.14600372314453,336,864.757598567,10000,,1788770138.4967778
,,25.818466186523438,337,866.33791555,10000,,1788770140.081639
,,25.6376895904541,338,867.913087901,10000,,1788770141.6619723
,,25.7116641998291,339,869.676400312,10000,,1788770143.237054
,,26.14617919921875,340,871.26842401,10000,,1788770145.0004232
,,26.31317710876465,341,872.858273135,10000,,1788770146.5924692
,,26.156538009643555,342,874.454218556,10000,,1788770148.1823075
,,26.393888473510742,343,876.040728783,10000,,1788770149.7782123
,,26.092967987060547,344,877.636440761,10000,,1788770151.3647358
,,25.851675033569336,345,879.428944301,10000,,1788770152.960314
,,26.263643264770508,346,881.027243329,10000,,1788770154.7529268
,,26.34320068359375,347,882.621817449,10000,,1788770156.3512678
,,26.467485427856445,348,884.212841064,10000,,1788770157.9458277
,,26.32491683959961,349,885.813245441,10000,,1788770159.5368817
,,25.983137130737305,350,887.390311639,10000,,1788770161.1373534
,,26.232376098632812,351,888.972353331,10000,,1788770162.714322
,,26.187240600585938,352,890.558820337,10000,,1788770164.2963982
,,26.5540828704834,353,892.151069717,10000,,1788770165.8828568
,,26.879249572753906,354,893.746422622,10000,,1788770167.475095
,,26.770492553710938,355,895.323462253,10000,,1788770169.070452
,,27.089012145996094,356,897.037040059,10000,,1788770170.647496
,,26.723386764526367,357,898.619320171,10000,,1788770172.3610709
,,26.815065383911133,358,900.21000114,10000,,1788770173.9433656
,,26.531545639038086,359,901.791352219,10000,,1788770175.5340385
,,26.72396469116211,360,903.371762674,10000,,1788770177.1153512
,,26.51565933227539,361,905.080699403,10000,,1788770178.695782
,,26.074331283569336,362,906.649669819,10000,,1788770180.4047735
,,25.762435913085938,363,908.238797276,10000,,1788770181.973716
,,25.974130630493164,364,909.82230983,10000,,1788770183.5627835
,,25.604568481445312,365,911.405467279,10000,,1788770185.146335
,,24.998579025268555,366,913.017171559,10000,,1788770186.7294838
,,25.008525848388672,367,914.615309834,10000,,1788770188.3410847
,,25.327795028686523,368,916.21669541,10000,,1788770189.939362
,,25.737741470336914,369,917.821704977,10000,,1788770191.5407035
,,25.892541885375977,370,919.400445685,10000,,1788770193.1457076
,,25.733701705932617,371,920.991645043,10000,,1788770194.7243557
,,25.971792221069336,372,922.73379523,10000,,1788770196.3156776
,,25.740276336669922,373,924.326829889,10000,,1788770198.0578225
,,25.435941696166992,374,925.919920802,10000,,1788770199.6508715
,,25.881980895996094,375,927.514795092,10000,,1788770201.2438853
,,25.8378963470459,376,929.094826534,10000,,1788770202.8388207
,,26.056760787963867,377,930.694054491,10000,,1788770204.418831
,,26.42612075805664,378,932.432052979,10000,,1788770206.0180693
,,26.404319763183594,379,934.027890305,10000,,1788770207.7560675
,,26.278610229492188,380,935.634006869,10000,,1788770209.3519275
,,26.66985511779785,381,937.224470406,10000,,1788770210.9579413
,,26.14446258544922,382,938.816240183,10000,,1788770212.54849
,,26.228662490844727,383,940.39395643,10000,,1788770214.1402798
,,26.536237716674805,384,941.975836722,10000,,1788770215.7179825
,,26.831205368041992,385,943.56645271,10000,,1788770217.299881
,,27.46411895751953,386,945.156993262,10000,,1788770218.8904912
,,26.987180709838867,387,946.755899306,10000,,1788770220.4810572
,,27.013774871826172,388,948.467665985,10000,,1788770222.079948
,,26.768098831176758,389,950.049307217,10000,,1788770223.7917292
,,26.867286682128906,390,951.628934051,10000,,1788770225.373357
,,26.873123168945312,391,953.213610949,10000,,1788770226.9529715
,,26.405866622924805,392,954.809797166,10000,,1788770228.5375373
,,26.263656616210938,393,956.407834746,10000,,1788770230.1338005
,,26.32590103149414,394,958.131650451,10000,,1788770231.7318273
,,26.5953311920166,395,959.723307831,10000,,1788770233.4556499
,,26.354625701904297,396,961.305235144,10000,,1788770235.0473344
,,26.143308639526367,397,962.888730148,10000,,1788770236.6292868
,,26.375364303588867,398,964.464502202,10000,,1788770238.212759
,,26.226572036743164,399,966.050159321,10000,,1788770239.78854
4.65378762867084,1.2731354236602783,26.656211853027344,400,1049.805187344,10000,0.3401358469367591,1788770323.499093
,,26.46567153930664,401,1051.559629111,10000,,1788770325.1291122
,,26.319290161132812,402,1053.146017051,10000,,1788770326.8836741
,,27.071138381958008,403,1054.735482093,10000,,1788770328.4700353
,,26.592878341674805,404,1056.320037326,10000,,1788770330.0595324
,,26.48370933532715,405,1057.914901583,10000,,1788770331.643943
,,26.206090927124023,406,1059.510113302,10000,,1788770333.238836
,,25.818683624267578,407,1061.229066438,10000,,1788770334.8341272
,,25.710214614868164,408,1062.820646424,10000,,1788770336.5530872
,,25.9871826171875,409,1064.409310664,10000,,1788770338.1447022
,,25.877464294433594,410,1065.997736973,10000,,1788770339.7333486
,,26.1693115234375,411,1067.591500305,10000,,1788770341.3218188
,,26.362987518310547,412,1069.161930303,10000,,1788770342.915543
,,26.245044708251953,413,1070.748066833,10000,,1788770344.485977
,,26.22100257873535,414,1072.336770485,10000,,1788770346.0720956
,,26.247787475585938,415,1073.926754424,10000,,1788770347.6607661
,,26.081953048706055,416,1075.518028184,10000,,1788770349.2507908
,,26.539670944213867,417,1077.113498382,10000,,1788770350.8420508
,,26.442493438720703,418,1078.871641197,10000,,1788770352.437307
,,26.807748794555664,419,1080.460722158,10000,,1788770354.1956787
,,26.436777114868164,420,1082.054681806,10000,,1788770355.7847881
,,26.541078567504883,421,1083.646126953,10000,,1788770357.378735
,,26.248281478881836,422,1085.235101902,10000,,1788770358.9701698
,,26.514074325561523,423,1086.98072445,10000,,1788770360.5590632
,,26.222429275512695,424,1088.569851493,10000,,1788770362.3045964
,,26.476402282714844,425,1090.162342067,10000,,1788770363.8938777
,,26.971101760864258,426,1091.730030668,10000,,1788770365.486379
,,26.58501625061035,427,1093.323661292,10000,,1788770367.0540407
,,26.562702178955078,428,1094.919617214,10000,,1788770368.647667
,,26.174461364746094,429,1096.516537162,10000,,1788770370.2436569
,,26.04880142211914,430,1098.098154259,10000,,1788770371.8405983
,,25.647872924804688,431,1099.68549691,10000,,1788770373.4222062
,,25.701078414916992,432,1101.260868027,10000,,1788770375.0095398
,,25.632017135620117,433,1102.841460165,10000,,1788770376.5848656
,,25.700273513793945,434,1104.553999851,10000,,1788770378.1654956
,,26.091428756713867,435,1106.151707408,10000,,1788770379.8780124
,,26.08633041381836,436,1107.761981946,10000,,1788770381.4757714
,,25.707754135131836,437,1109.358418728,10000,,1788770383.086044
,,25.464113235473633,438,1110.973417901,10000,,1788770384.6823568
,,25.505266189575195,439,1112.581211787,10000,,1788770386.2974913
,,25.797239303588867,440,1114.328069973,10000,,1788770387.9051473
,,25.545055389404297,441,1115.919491422,10000,,1788770389.652021
,,25.682565689086914,442,1117.504244857,10000,,1788770391.243417
,,25.345754623413086,443,1119.077759057,10000,,1788770392.828153
,,25.559263229370117,444,1120.64955894,10000,,1788770394.401696
,,25.650188446044922,445,1122.237899571,10000,,1788770395.9735353
